id,name,type,center,title,specializationTags,source,location
expert_679,陈飘飘,机构特教,合肥啊咦呜教育科技有限公司,中心课程主管BCaBA,"[""VBMAPP评估"", ""儿童心理发展研究"", ""儿童身心发展干预"", ""特殊儿童言语治疗""]",自闭症家园网,安徽合肥市
expert_680,王莹莹,机构特教,合肥啊咦呜教育科技有限公司,特教专家,"[""蒙台梭利教育法"", ""育婴师培训"", ""特殊儿童早期干预"", ""特殊儿童认知训练"", ""特殊儿童言语训练"", ""特殊儿童社交训练""]",自闭症家园网,安徽合肥市
expert_681,朱德淼,机构督导 | 机构管理,合肥啊咦呜教育科技有限公司,中心教学团队总负责人 | 安徽医科大学康复医学专业 | 2012 年从事特殊儿童康复干预 | 完成香港协康会儿童语言发展迟缓训练技巧课程 | 完成美国SRJ口部肌肉训练培训,"[""VBMAPP行为评估"", ""PRT干预"", ""康复治疗师资格"", ""教师资格"", ""社会工作"", ""口肌训练"", ""感觉统合训练"", ""行为矫正"", ""认知发展评估"", ""社会融合训练""]",自闭症家园网,安徽合肥市
expert_682,赵嘉仪,机构督导 | 行为分析师,天津市宜童自闭症研究服务中心,宜童教学管理部部长 | 中国人民大学应用心理学研究生在读 | 国际认证副应用行为分析师BCaBA | 应用行为分析委员会黄埔二期学员 | VBMAPP语言行为评估师,"[""康复评估技术"", ""幼小衔接专项训练课程"", ""小学生能发展专项课程"", ""自闭症儿童康复专项课程""]",自闭症家园网,天津滨海新区
expert_683,廖蜜,机构督导 | 行为分析师,天津市宜童自闭症研究服务中心,BCaBA | 国际认证副行为分析师 | 宜童教学管理部主任 | 孤独症康复师 | 国家二级心理咨询师,"[""幼儿行为管理"", ""家长家庭干预"", ""桌面教学"", ""游戏化教学""]",自闭症家园网,天津滨海新区
expert_684,赖诚杰,诊治医生 | 科研专家,韶关市第一人民医院康复医学科,韶关市第一人民医院儿童康复科住院医师,"[""临床医学"", ""科研""]",自闭症家园网,广东韶关市
expert_685,黄翠梅,诊治医生,韶关市第一人民医院康复医学科,韶关市第一人民医院 | 儿童康复科 | 副主任医师,"[""儿童康复科"", ""儿童康复治疗"", ""癫痫"", ""运动发育迟缓"", ""神经发育迟缓"", ""语言发育迟缓"", ""多动症"", ""抽动症"", ""自闭症""]",自闭症家园网,广东韶关市
expert_686,张蕾,机构督导,深圳市子曰康复科技有限公司,子日语言认知发展课程督导,"[""学龄前儿童言语语言障碍"", ""辅助与替代沟通系统AAC"", ""社交语言障碍"", ""儿童失语症"", ""口部肌肉定位治疗"", ""PRT"", ""DTT"", ""个性化训练"", ""认知训练"", ""智力发育迟缓""]",自闭症家园网,广东深圳市
expert_687,沈林生,机构特教,深圳市子曰康复科技有限公司,口部肌肉定位治疗 | 口部运动治疗 | 构音训练 | 感统 | 认知发展和逻辑思维训练等,"[""口部肌肉定位治疗"", ""口部运动治疗"", ""构音训练"", ""感觉统合"", ""认知发展"", ""逻辑思维训练""]",自闭症家园网,广东深圳市
expert_688,张豹,机构特教,深圳市子曰康复科技有限公司,普通与特殊儿童的各阶段语言认知健康社会科学等领域的发展和教学研究,"[""普通与特殊儿童"", ""语言发展"", ""认知发展"", ""儿童健康发展"", ""社会技能培养"", ""科学教育研究""]",自闭症家园网,广东深圳市
expert_689,何侃,机构督导,深圳市子曰康复科技有限公司,子曰技术督导 | 南京特殊教育师范学院教授 | 江苏省突出贡献专家 | 江苏省六大人才高峰高层次人才 | 中国残联残疾人事务智库专家,"[""特殊儿童心理学"", ""教育康复学"", ""残疾人事业""]",自闭症家园网,广东深圳市
expert_690,陈凡,机构特教 | 行为分析师,深圳市子曰康复科技有限公司,BCaBA国际认证副行为分析师,"[""BCaBA"", ""小组活动设计"", ""机构教学环境设计"", ""特殊儿童融合教育""]",自闭症家园网,广东深圳市
expert_691,蒋增生,机构特教 | 机构管理 | 行为分析师,深圳市子曰康复科技有限公司,BCaBA国际认证副行为分析师,"[""BCaBA认证副行为分析师"", ""特殊儿童教育"", ""行为干预"", ""儿童发展评估"", ""针对性教学方案制定"", ""家长培训"", ""教师专业培训"", ""教学课程设计""]",自闭症家园网,广东深圳市
expert_692,庄奕纯,机构特教 | 行为分析师,深圳市子曰康复科技有限公司,VBMAPP评估师证书 | 影子老师证书 | 教师资格证 | 执业医师资格证,"[""BCaBA国际认证副行为分析师"", ""应用行为分析实践教学"", ""儿童言语语言评估"", ""儿童言语语言干预训练"", ""IEP课程计划制定"", ""家长心理咨询与培训"", ""言语课程研发"", ""言语培训研发""]",自闭症家园网,广东深圳市
expert_693,周琼瑜,机构督导 | 机构管理 | 行为分析师,深圳市子曰康复科技有限公司,BCBAD,"[""BCBA国际认证行为分析师"", ""应用行为分析"", ""行为干预策略"", ""个别化教育计划IEP"", ""自闭症谱系障碍""]",自闭症家园网,广东深圳市
expert_694,赖秀琼,机构特教,杭州雅恩健康管理有限公司,香港言语治疗师公会注册言语治疗师 | 香港言语治疗师协会会员 | 香港大学言语及听觉科学系荣誉学士学位,"[""教师专业发展"", ""家长教育指导"", ""特殊儿童教育"", ""言语治疗"", ""言语治疗管理与培训""]",自闭症家园网,浙江杭州市
expert_695,周雪娟,机构督导 | 诊治医生,杭州雅恩健康管理有限公司,主任医师 | 浙江大学医学院附属儿童医院康复科创始人 | 康复科主任,"[""小儿全面发育迟缓"", ""发育障碍"", ""小儿脑瘫"", ""中西医结合治疗"", ""早产儿脑损伤"", ""运动发育落后"", ""肌张力异常"", ""儿童慢性疾病调理"", ""难治性疾病中医治疗""]",自闭症家园网,浙江杭州市
expert_696,莫智恒,机构督导,杭州雅恩健康管理有限公司,高级督导顾问 | 雅恩健康特聘顾问 | 香港资深言语治疗师 | Beckman认证口腔运动治疗师 | MDTP认证治疗师,"[""语言发育迟缓"", ""自闭症谱系障碍"", ""沟通障碍"", ""言语治疗"", ""应用心理学"", ""COLAS"", ""PROMPT"", ""GCNT"", ""Stutterfree"", ""SCERTS Model""]",自闭症家园网,浙江杭州市
expert_697,廖淑婷,机构督导,杭州雅恩健康管理有限公司,高级督导顾问 | 雅恩健康特聘教学督导 | 注册职能治疗师 | 注册音乐治疗师 | 台湾健康署运动保健师,"[""职能治疗"", ""音乐治疗""]",自闭症家园网,浙江杭州市
expert_698,滕燕,机构创始人 | 机构督导,杭州雅恩健康管理有限公司,高级督导顾问 | 雅恩健康联合创始人 | 心理学硕士 | 首批国家二级心理咨询师 | 医学术心理学,"[""教育心理学"", ""临床心理学"", ""儿童心理咨询"", ""儿童行为发展评估"", ""行为情绪问题干预"", ""家庭心理辅导"", ""发展迟缓儿童干预"", ""自闭症儿童干预""]",自闭症家园网,浙江杭州市
expert_699,欧香琴,诊治医生,重庆智星康儿童医院有限公司,儿童悬吊运动训练认证治疗师 | 全方位密集运动训练认证治疗师 | 重庆市教委特殊教育专家库专家 | 重庆城市管理职业学院兼职教师,"[""儿童神经发育障碍性疾病"", ""评估与诊断"", ""康复治疗""]",自闭症家园网,重庆渝北区
expert_700,石小梅,诊治医生,重庆智星康儿童医院有限公司,毕业于重庆医科大学 | 从事儿科临床工作十余年 | 曾在陆军军医大学附属新桥医院工作,"[""儿童发育期脑损伤"", ""发育障碍早期干预"", ""注意缺陷多动症"", ""小儿脑性瘫痪"", ""自闭症谱系障碍"", ""发育迟缓评估"", ""发育迟缓康复"", ""小儿癫痫"", ""儿童常见病诊治""]",自闭症家园网,重庆渝北区
expert_701,杨红,诊治医生,重庆智星康儿童医院有限公司,中国残疾人康复协会理事 | 重庆市儿童脑瘫康复专委会委员 | 重庆市残疾康复协会儿童脑瘫康复专委会委员兼秘书 | 重庆市教委特殊教育专家库专家,"[""儿童脑瘫"", ""粗大运动评估"", ""婴幼儿神经发育量表"", ""Alberta婴幼儿动作量表GMS评估"", ""儿童运动康复训练计划制定与实施"", ""家庭康复计划制定与实施""]",自闭症家园网,重庆渝北区
expert_702,赵聪敏,诊治医生 | 科研专家,重庆智星康儿童医院有限公司,重庆智星康儿童医院院长 | 重庆市障碍儿童发展联合评估技术中心主任 | 重庆城市管理职业学院儿童康复学系客座教授 | 第三军医大学第二附属医院新桥医院儿科主任 | 教授,"[""临床医学"", ""医学研究""]",自闭症家园网,重庆渝北区
expert_703,张娟,机构特教,郑州随心所语语言能力矫正服务有限公司,郑州随心所语迟缓组个训督导老师,"[""孤独症康复"", ""教育资格"", ""普通话水平测试"", ""辅助沟通交流"", ""ALSO治疗师认证"", ""特殊教育"", ""言语语言病理学""]",自闭症家园网,河南郑州市
expert_704,刘蕾,机构特教,郑州随心所语语言能力矫正服务有限公司,随心所语迟缓组老师 | 中共党员研究生在读 | 言语语言障碍 | 特殊教育学专业,"[""特殊教育学"", ""言语语言障碍""]",自闭症家园网,河南郑州市
expert_705,白瑞,机构管理,郑州随心所语语言能力矫正服务有限公司,随心所语儿童康复中心负责人 | 国家普通话二级甲等 | 国家三级心理咨询证书 | 高中教师资格证 | 国家励志奖学金,"[""孤独症"", ""发育迟缓"", ""构音障碍干预治疗""]",自闭症家园网,河南郑州市
expert_706,张珂宁,机构督导,珠海市香洲区嘉康自闭症康复训练中心,特聘专家 | 国家二级心理咨询师 | 沙盘游戏咨询师 | 青少年生涯发展辅导师 | 珠江晚报教育周刊撰稿人,"[""特殊儿童心理学"", ""青少年心理咨询"", ""心理问题干预"", ""心理学流派技术"", ""心理咨询与培训"", ""心理督导""]",自闭症家园网,香洲区
expert_707,梁文龙,机构特教,珠海市香洲区嘉康自闭症康复训练中心,特聘专家 | 澳门城市大学应用心理系博士 | 澳门城市大学设计学院讲师 | 澳门网上电台玛丽亚之声 | 艺术是一种治疗剂节目主持人,"[""打击乐"", ""音乐治疗"", ""木艺治疗"", ""园艺治疗"", ""艺术治疗"", ""特殊儿童教养方法"", ""营养管理""]",自闭症家园网,香洲区
expert_708,谢颖思,机构特教,珠海市香洲区嘉康自闭症康复训练中心,特聘专家 | 中國科学院心理研究所在职博士 | 澳门心理研究学会常务副理事長 | 澳门教育暨青年局家长教育及儿童活动导师 | 澳门正念学会会长,"[""儿童游戏治疗"", ""特殊需要儿童训练"", ""催眠"", ""正念减压疗法"", ""艺术治疗"", ""情绪释放治疗""]",自闭症家园网,香洲区
expert_709,蔡映玉,机构特教,珠海市香洲区嘉康自闭症康复训练中心,国家高级家庭教育指导师 | 高级自闭症疗愈师 | 高级语言训练师 | 高级感觉统合训练师 | ABA孤独症康复专业技能培训证书,"[""心理咨询技能培训"", ""叙事治疗"", ""自闭症治疗"", ""儿童心理行为评估与训练""]",自闭症家园网,香洲区
expert_710,戴润,机构督导 | 行为分析师,北京北大医疗脑健康科技有限公司,国际认证行为分析师BCBA香港大学学前教育硕士 | 北大医疗脑健康产学研中心任教培督导 | 孤独症儿童早期干预课程设计 | 教研中心教学标准化督导 | 行为分析培训工作,"[""孤独症儿童康复教育"", ""孤独症儿童干预"", ""儿童技能评估和干预"", ""教师实操督导"", ""自闭症儿童早期密集干预"", ""问题行为干预"", ""语言行为评估及教学"", ""制定个别化教学计划"", ""ABLLSR评估及教学""]",自闭症家园网,北京昌平区
expert_711,李远红,机构督导 | 行为分析师,北京北大医疗脑健康科技有限公司,国际认证行为分析师BCBA | 北京师范大学教育学硕士 | 哥伦比亚大学教育学院CABAS系统督导 | 北大医疗脑健康产学研中心教培督导,"[""学龄前儿童教育"", ""课程研发"", ""孤独症儿童早期干预"", ""自闭症儿童早期密集干预"", ""语言行为评估与教学"", ""问题行为评估与干预""]",自闭症家园网,北京昌平区
expert_712,郭会敏,机构督导 | 行为分析师,北京北大医疗脑健康科技有限公司,北大医疗脑健康行为发展教研院国际认证行为分析师BCBA 鞍山师范学院学前教育硕士,["自闭症儿童早期密集干预语言行为评估语言教学问题行为评估问题行为干预"],自闭症家园网,北京昌平区
expert_713,周雅文,机构督导 | 行为分析师,北京北大医疗脑健康科技有限公司,北大医疗脑健康行为发展教研院教研国际认证行为分析师BCBA,"[""自闭症儿童早期干预"", ""问题行为干预"", ""应用行为分析"", ""VBMAPP评估"", ""ABLLSR评估"", ""Essentials for Living评估"", ""AFLS生活技能评估""]",自闭症家园网,北京昌平区
expert_714,孙霆芳,诊治医生,北京唯实慈云健康科技有限公司,主任医师 | 唯实慈云儿童生长发育专家 | 医学硕士,"[""肺炎"", ""反复呼吸道感染"", ""慢性咳嗽"", ""支气管哮喘"", ""发热"", ""出疹性疾病"", ""便秘"", ""腹泻"", ""危重症处理"", ""婴幼儿营养指导""]",自闭症家园网,北京朝阳区
expert_715,贾丽娜,诊治医生 | 行为分析师,北京唯实慈云健康科技有限公司,唯实慈云首席教学专家 | 国际认证行为分析师BCBA | 北京大学医学博士,"[""孤独症儿童早期诊断评估"", ""PEAK综合评估"", ""特殊需要儿童早期干预"", ""个案支持"", ""入户指导"", ""机构教师培训"", ""幼儿园融合支持""]",自闭症家园网,北京朝阳区
expert_716,王娟,诊治医生 | 科研专家,北京唯实慈云健康科技有限公司,博士 | 唯实慈云首席医学专家 | 北京大学医学部博士生导师 | 北京大学医学部孤独症研究中心秘书长,"[""医疗"", ""科研""]",自闭症家园网,北京朝阳区
expert_717,钱丽荣,机构创始人 | 机构管理,云南淳元教育科技有限公司,民盟盟员 | 昆明市青联委员 | 昆明市文明新风形象代言人 | 昆明市青年志愿者协会理事 | 昆明市西山区青年志愿者协会副会长,["应用行为分析ABA特殊儿童康复训练特殊儿童教育陪伴特殊教育人才特教行业"],自闭症家园网,云南昆明市
expert_718,赵雅梦,机构特教 | 行为分析师,云南淳元教育科技有限公司,委员会认证副行为分析师BCaBA BCBA督导 云南省科技厅举办的创业创新大赛三等奖,"[""DTT桌面教学"", ""ITT桌面教学"", ""自然情境教学"", ""行为干预策略"", ""自我管理训练"", ""社交融合训练"", ""VBMAPP评估工具"", ""ABLLSR评估工具""]",自闭症家园网,云南昆明市
expert_719,莫艺德,机构督导,云南淳元教育科技有限公司,云南淳元特教ABA教学主管 | 清华大学孤独症康复课程优秀学员 | 云南师范大学心理健康教育硕士研究生 | 剑桥大学心理学院基于认知科学的理论与实践研究课题组员,"[""ABA应用行为分析"", ""DTT回合式教学法"", ""ITT"", ""NET"", ""PECS图片交换沟通系统"", ""自我管理"", ""VBMapp评估工具"", ""A BLLSR评估工具"", ""儿童发展评估"", ""基础语言能力""]",自闭症家园网,云南昆明市
expert_720,程霞,机构督导 | 行为分析师,北京北大医疗脑健康科技有限公司,国际认证行为分析师BCBA北京师范大学特殊教育学硕士,"[""儿童行为技能评估"", ""语言行为教学"", ""早期密集行为干预"", ""孤独症儿童家庭督导及支持""]",自闭症家园网,北京昌平区
expert_721,严荷川,机构特教,重庆海纳欣心理咨询有限公司,心理咨询师三级 | 孤独症儿童康复教育专业岗位证书 | 副注册行为分析师BCaBA理论学习课程在读,"[""孤独症儿童干预"", ""孤独症儿童干预督导""]",自闭症家园网,重庆渝北区
expert_722,刘琴,机构特教,重庆海纳欣心理咨询有限公司,重庆师范大学特殊儿童心理与教育专业 | 学士学位 | 重庆市卫计委主办的CIASS培训班老师,"[""孤独症儿童康复"", ""干预训练"", ""康复治疗"", ""行为矫正"", ""能力提升""]",自闭症家园网,重庆渝北区
expert_723,李萍,机构特教,重庆海纳欣心理咨询有限公司,国家二级心理咨询师 | ABACARDP委员会认证副注册行为分析师BCaBA理论学习课程在读,"[""自闭症谱系障碍"", ""孤独症儿童干预训练"", ""康复教育"", ""督导与培训""]",自闭症家园网,重庆渝北区
expert_724,石林,机构特教,重庆海纳欣心理咨询有限公司,心理咨询师 | 自闭症疗育师 | 治疗师,"[""孤独症谱系障碍"", ""孤独症儿童康复教育"", ""孤独症儿童干预训练"", ""孤独症儿童干预督导""]",自闭症家园网,重庆渝北区
expert_725,邵宪花,诊治医生 | 科研专家,泰安市妇幼保健院,主任医师 | 康复科主任,"[""诊治医生"", ""科研专家""]",自闭症家园网,山东泰安市
expert_726,陈业德,诊治医生 | 科研专家,泰安市妇幼保健院,泰安市妇幼保健院康复科副主任医师 | 儿童康复医学科创始人 | 北京儿童康复研究中心进修学习儿童康复 | 青岛市妇儿医院儿童康复科进修学习儿童康复 | 上海复旦儿科医院进修学习儿童康复,"[""临床医学"", ""科研""]",自闭症家园网,山东泰安市
expert_727,叶亚,诊治医生,重庆市妇幼保健院,重庆市妇幼保健院副主任医师,"[""儿童保健临床医疗"", ""儿童生长发育"", ""心理行为发育"", ""高危儿监测"", ""听力筛查"", ""睡眠障碍"", ""肥胖"", ""营养不良"", ""贫血"", ""铅中毒""]",自闭症家园网,重庆渝中区
expert_728,蒋成刚,诊治医生,重庆市妇幼保健院,副主任医师 | 注册督导师 | 心理科主任 | 中国心理卫生协会心理咨询师专委会常委 | 重庆市心理卫生协会临床催眠与健康行为专委会主任委员,"[""睡眠医学"", ""精神病学"", ""行为治疗"", ""催眠治疗"", ""青少年学习障碍"", ""焦虑症"", ""抑郁症"", ""强迫症""]",自闭症家园网,重庆渝中区
expert_729,樊欣,诊治医生,重庆市妇幼保健院,副主任医师 | 重庆市残疾人康复协会理事 | 儿童孤独症专委会委员,"[""儿童营养"", ""生长发育监测"", ""儿童常见病预防"", ""儿童常见病诊治"", ""预防接种"", ""儿童发育行为问题诊断"", ""儿童发育行为问题干预"", ""儿童发育行为问题治疗"", ""孤独症"", ""多动症""]",自闭症家园网,重庆渝中区
expert_730,朱林红,机构创始人,靖江榉之乡托管院,擅长专长包括大龄自闭症谱系障碍等发育疾病的康复 | 托养 | 社会支持和庇护就业 | 中医保健及心理咨询,"[""大龄自闭症谱系障碍"", ""发育疾病康复"", ""托养服务"", ""社会支持"", ""庇护就业"", ""中医保健"", ""心理咨询""]",自闭症家园网,江苏泰州市
expert_731,王念蓉,诊治医生 | 科研专家,重庆市妇幼保健院,重庆市妇幼保健科主任医师 | 中国优生科学学会小儿营养专业委员会委员 | 中国妇幼保健协会儿童心理保健专业委员会委员 | 中国妇幼保健协会儿童早期发展委员会委员 | 重庆市医学会儿保科专委会副主任委员,"[""诊治医生"", ""科研专家""]",自闭症家园网,重庆渝中区
expert_732,胡喻寒,机构特教,成都港川三益康复医疗中心有限公司,港川三益自闭症成长发展基地中级儿童成长发展师 | 康复专业康复治疗士 | Kindermusik认证师 | 青白江区残联儿童发展中心康复治疗师,"[""脑瘫康复技术"", ""引导式教育"", ""儿童言语评估"", ""治疗培训"", ""国际沟通辅具适配技术"", ""高阶研修班培训"", ""孤独症康复"", ""专业先修课培训"", ""运动治疗""]",自闭症家园网,四川成都市
expert_733,陈萌辉,机构特教,成都港川三益康复医疗中心有限公司,港川三益自闭症成长发展基地中级儿童成长发展师 | 护士资格证 | 儿科专家,"[""社交沟通训练"", ""情绪管理训练"", ""行为转化训练"", ""影子老师"", ""发展性训练"", ""视知觉训练"", ""密集式结构化教学"", ""专业评估"", ""感觉统合训练"", ""精细运动训练""]",自闭症家园网,四川成都市
expert_734,罗向阳,诊治医生 | 科研专家,广州维儿康专科门诊部有限公司,特教老师,"[""诊治医生"", ""科研专家""]",自闭症家园网,广东广州市
expert_735,张雪莲,机构特教,成都港川三益康复医疗中心有限公司,高级儿童成长发展师 | 教学主任 | 国家三级心理咨询师 | 感觉统合中级训练师 | 美国听乐训练Therapeutic Listening认证师,"[""儿童康复教育"", ""儿童发展评估"", ""儿童发展进程评估"", ""资源教师"", ""教育资质""]",自闭症家园网,四川成都市
expert_736,肖谋友,诊治医生,成都港川三益康复医疗中心有限公司,脑瘫康复 | 引导式教育 | 足科矫形的技术 | 儿童神经发育疗法 | 港川三益康复医疗中心主任,"[""引导式教育"", ""足科矫形技术"", ""儿童神经发育疗法"", ""儿童发展康复""]",自闭症家园网,四川成都市
expert_737,任正伽,机构督导,成都港川三益康复医疗中心有限公司,医学博士 | 副主任医师 | 美国田纳西大学访问学者 | 富勒心理研究所访问学者 | 美国芝加哥精神分析研究院候选精神分析师,"[""焦虑抑郁治疗"", ""双相情感障碍治疗"", ""情绪障碍治疗"", ""临床心理治疗"", ""个人发展"", ""个人创造力提升"", ""自主性发展"", ""自闭症康复教育"", ""发育迟缓康复教育"", ""学习困难康复教育""]",自闭症家园网,四川成都市
expert_738,陈美玉,机构创始人 | 机构督导 | 机构管理,成都港川三益康复医疗中心有限公司,CTO技术总监 | 联合创始人 | 博士 | 美国密歇根州州立大学学士 | 南澳大利亚大学社会科学心理咨询硕士,"[""康复教育"", ""医教结合"", ""社区康复"", ""包容教育""]",自闭症家园网,四川成都市
expert_739,柳彤,机构督导 | 机构管理,福建意昕健康科技有限公司,执业医师 | 全科医生 | 二级心理咨询师 | 二级公共营养师 | 健康管理师,"[""健康管理"", ""社会工作"", ""心理健康咨询"", ""营养与健康"", ""企业管理""]",自闭症家园网,福建泉州市
expert_740,李恒莉,诊治医生,蒲江县妇幼保健计划生育服务中心,主治医生 | 儿保科副主任,"[""儿童保健"", ""新生儿疾病诊治"", ""新生儿窒息复苏"", ""儿童常见病"", ""多发病"", ""疑难病""]",自闭症家园网,四川成都市
expert_741,杨勤,诊治医生,蒲江县妇幼保健计划生育服务中心,副主任医师,"[""临床医学"", ""儿科学"", ""儿童常见病与多发病"", ""儿童急诊医学""]",自闭症家园网,四川成都市
expert_743,杨翠翠,机构创始人 | 机构督导 | 行为分析师,绵阳市育子园特殊儿童康复中心,创始人兼督导 | 国际注册副应用行为分析师BCaBA | 高级中学教师 | 绵阳青年科技人才协会成员 | 国家二级心理咨询师,"[""特殊儿童康复教育"", ""教师督导""]",自闭症家园网,四川绵阳市
expert_744,周华国,机构督导,上海建京桥医疗科技有限公司,作业治疗师37年经验 | 国立台湾大学获得职业治疗学士学位 | 纽约州立大学取得作业治疗硕士学位 | 1993年获得感觉统合测验Sensory Integration Praxis Test认证,"[""早产儿"", ""喂食吞嚥困難"", ""幼兒厭食導致的生理發展問題"", ""口腔運動功能障礙"", ""腦性麻痺"", ""中風"", ""感覺統合功能障礙"", ""孤獨症"", ""多動症"", ""动作協調障礙""]",自闭症家园网,上海嘉定区
expert_745,黄利,机构特教,重庆杰康悠悠健康科技有限公司,杰康儿童康复训练中心语言康复师,"[""语言治疗"", ""儿童早期疗育"", ""自闭症评估"", ""应用行为分析ABA及干预方法""]",自闭症家园网,重庆渝北区
expert_746,王秋月,机构特教,重庆杰康悠悠健康科技有限公司,担任杰康儿童康复训练中心教师,"[""儿童早期干预"", ""PEP3评估"", ""ABA应用行为分析"", ""精确请求教学法"", ""TEACCH结构化教学""]",自闭症家园网,重庆渝北区
expert_747,白凌慧,机构特教,重庆杰康悠悠健康科技有限公司,杰康儿童康复训练中心教师,"[""儿童早期疗育"", ""PEP3评估"", ""ABA"", ""PRT"", ""TEACCH""]",自闭症家园网,重庆渝北区
expert_748,米茜,诊治医生,重庆医科大学附属康复医院,儿童康复治疗师,"[""脑瘫"", ""发育迟缓"", ""自闭症"", ""唐氏综合征"", ""认知治疗"", ""言语治疗""]",自闭症家园网,重庆市
expert_749,方除维,诊治医生,重庆医科大学附属康复医院,言语语言治疗师,"[""听力与言语康复治疗"", ""特殊儿童"", ""言语治疗""]",自闭症家园网,重庆市
expert_750,罗红裔,诊治医生,成都市妇女儿童中心医院儿童保健指导中心,主任医师,"[""生长发育监测"", ""营养指导"", ""体弱儿管理"", ""听力保健"", ""语言发育迟缓"", ""语音和语言障碍""]",自闭症家园网,四川成都市
expert_751,申文琪,机构督导 | 机构特教,成都星空半步健康管理有限公司,星空半步教学中心教学督导,"[""ABA应用行为分析"", ""特殊儿童教育工作""]",自闭症家园网,四川成都市
expert_752,兰丹梅,诊治医生,上海市养志康复医院,博士 | 副主任医师,"[""神经内科"", ""脑血管病"", ""帕金森病"", ""睡眠障碍"", ""周围神经病"", ""肌病"", ""脊髓病变"", ""癫痫"", ""瘚呆"", ""运动障碍""]",自闭症家园网,上海松江区
expert_753,马梓熙,机构督导 | 机构特教,北京星空半步康复科技有限公司,星空半步教研中心个案督导,"[""行为分析学"", ""特殊儿童教育""]",自闭症家园网,北京朝阳区
expert_754,孙莉莉,机构创始人,深圳市爱特乐团,深圳市民政局注册成立深圳爱特乐团 | 是公司法人 | 国内首家全部由自闭症青少年组成的乐团,"[""自闭症谱系障碍"", ""音乐治疗"", ""特殊儿童教育"", ""团体训练""]",自闭症家园网,广东深圳市
expert_755,王岳,诊治医生,上海市养志康复医院,神经系统常见病多发病,"[""神经系统疾病"", ""脑血管病诊治"", ""功能影像"", ""康复治疗"", ""头晕"", ""睡眠障碍"", ""焦虑抑郁障碍""]",自闭症家园网,上海松江区
expert_756,王陶黎,诊治医生,上海市养志康复医院,擅长骨关节疾病 | 损伤的临床 | 功能障碍诊断 | 康复目标的制定,"[""骨关节疾病"", ""骨关节损伤临床诊断"", ""功能障碍评估与干预"", ""康复目标制定""]",自闭症家园网,上海松江区
expert_757,房振楠,诊治医生,菏泽市妇女儿童医院,菏泽市妇幼保健院儿童保健科主任 | 主治医师,"[""儿童营养与喂养"", ""儿童神经心理发育测评"", ""儿童早期开发"", ""高危儿管理"", ""脑瘫"", ""孤独症"", ""发育迟缓"", ""言语障碍""]",自闭症家园网,山东菏泽市
expert_758,袁志红,诊治医生,上海市养志康复医院,副主任医师,"[""脑损伤后康复"", ""肢体功能评定与康复"", ""言语功能评定与康复"", ""吞咽功能评定与康复"", ""认知功能障碍评定与康复"", ""康复治疗技术""]",自闭症家园网,上海松江区
expert_759,刘玲玉,诊治医生,上海市养志康复医院,神经康复科主任 | 副主任医师,"[""脑卒中后康复"", ""吞咽障碍康复"", ""语言康复""]",自闭症家园网,上海松江区
expert_760,李雪荣,诊治医生 | 科研专家,中南大学湘雅二医院,教授,"[""诊治医生"", ""医生"", ""科研人员""]",自闭症家园网,湖南长沙市
expert_761,向娟,诊治医生,重庆医科大学附属康复医院,重庆医科大学附属康复医院康复治疗科 | 儿童康复治疗师,"[""儿童发育迟缓"", ""脑性瘫痪"", ""自闭症"", ""儿童康复治疗"", ""物理治疗"", ""职业治疗"", ""感觉统合训练""]",自闭症家园网,重庆市
expert_762,罗学荣,诊治医生 | 科研专家,中南大学湘雅二医院,博士 | 教授 | 主任医师 | 博士生导师 | 中南大学精神卫生研究所副所长,"[""医生"", ""临床医学"", ""科研专家""]",自闭症家园网,湖南长沙市
expert_763,车小涵,诊治医生,重庆医科大学附属康复医院,物理康复治疗师 | 儿童感统治疗师,"[""儿童物理康复"", ""早产高危儿早期干预"", ""小儿脑瘫康复"", ""偏瘫康复训练"", ""儿童感觉统合训练"", ""儿童偏瘫作业治疗""]",自闭症家园网,重庆市
expert_764,贾丽娜,机构创始人 | 机构督导 | 行为分析师,北京越佳教育科技发展有限公司,越佳教育咨询公司联合创始人 | 教学总监,"[""特殊需要儿童早期干预"", ""个案支持"", ""入户指导"", ""机构教师培训"", ""幼儿园融合支持""]",自闭症家园网,北京丰台区
expert_765,苏林雁,诊治医生 | 科研专家,中南大学湘雅二医院,著名儿童精神病学专家,"[""诊治医生"", ""科研专家""]",自闭症家园网,湖南长沙市
expert_766,王如蜜,诊治医生 | 科研专家,中南大学湘雅二医院,副主任言语治疗师 | 中南大学湘雅二医院康复医学科神经康复专科副主任 | 香港中文大学耳鼻喉科头颈外科学系言语治疗科荣誉研究助理 | 全国言语听力合作发展联盟创始人 | 在助言语语言病理学学院创始人,"[""临床医生"", ""科研人员""]",自闭症家园网,湖南长沙市
expert_767,张珍惜,诊治医生,徐州市贾汪区人民医院康复科,贾汪区儿童康复中心康复治疗师,"[""自闭症"", ""先天性心脏病"", ""脑瘫"", ""小儿脑瘫"", ""言语治疗"", ""康复治疗"", ""高危儿早期干预"", ""小儿发育迟缓"", ""周围神经损伤""]",自闭症家园网,贾汪区
