id,name,type,services,address,contact,source
center_2255,平乐县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""平乐镇马渭村委旁"", ""district"": ""平乐县"", ""city"": ""桂林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2256,全州县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""全州镇湘鸾路16号"", ""district"": ""全州县"", ""city"": ""桂林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2257,兴安县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""三台路95号"", ""district"": ""兴安县"", ""city"": ""桂林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2258,阳朔县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""阳朔镇神山路"", ""district"": ""阳朔县"", ""city"": ""桂林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2259,桂林临桂区特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""特殊教育学校"", ""district"": ""临桂区"", ""city"": ""桂林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2260,北京海豚乐乐儿童发展中心,民办康复机构,"[""社交训练"", ""感觉统合"", ""ABA训练"", ""融合课程""]","{""street"": ""大屯街道文化服务中心三层307-315"", ""district"": ""朝阳区"", ""city"": ""北京市"", ""province"": ""北京市""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2261,广西麟凤语语儿童发展中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""长堽路三里一巷18号云星钱隆御景二楼整层"", ""district"": ""兴宁区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2262,柳州有爱康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""有爱康复训练中心"", ""district"": ""鱼峰区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2263,柳州市星语康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""驾鹤路89号"", ""district"": ""鱼峰区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2264,南宁市第二妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""早期丹佛""]","{""street"": ""蒲庙镇汉林街"", ""district"": ""邕宁区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2265,大化瑶族自治县妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""大化镇北文化路"", ""district"": ""大化瑶族自治县"", ""city"": ""河池市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2266,封丘县妇幼保健院,脑瘫智障机构 | 公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""振兴路"", ""district"": ""封丘县"", ""city"": ""新乡市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2267,郯城县妇幼保健院,脑瘫智障机构 | 公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""人民路东段77号"", ""district"": ""郯城县"", ""city"": ""临沂市"", ""province"": ""山东省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2268,蒲江县妇幼保健院儿保科,公办诊疗医院 | 事业单位,["评估诊断"],"{""street"": ""鹤山镇广定路165号"", ""district"": ""蒲江县"", ""city"": ""成都市"", ""province"": ""四川省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2269,襄城县妇幼保健院,脑瘫智障机构 | 公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""县城紫云大道中段"", ""district"": ""襄城县"", ""city"": ""许昌市"", ""province"": ""河南省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2270,仙居县妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""仙居县妇幼儿童康复中心"", ""district"": ""仙居县"", ""city"": ""台州市"", ""province"": ""浙江省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2271,宝清县妇幼保健院,公办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""新华路368号"", ""district"": ""宝清县"", ""city"": ""双鸭山市"", ""province"": ""黑龙江省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2272,三江侗族自治县妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""古宜镇雅新路19号"", ""district"": ""三江侗族自治县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2273,鹿寨县中医医院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""鹿寨镇城南新区民生路13号、鹿寨镇建中北路17号"", ""district"": ""鹿寨县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2274,柳北区育才特教学校,民办康复学校 | 民办特殊学校 | 残联定点机构 | 社会公益机构,"[""公益事业"", ""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""育才特教学校"", ""district"": ""柳北区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2275,柳城县妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""大埔镇白阳北路62号"", ""district"": ""柳城县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2276,融水苗族自治县妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""融水镇人民路13号"", ""district"": ""融水苗族自治县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2277,柳州星翼康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""星翼语言康复中心"", ""district"": ""柳南区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2278,三江特殊教育学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""古宜镇雅柳路14号"", ""district"": ""三江侗族自治县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2279,融水县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""融水镇华强路39号"", ""district"": ""融水苗族自治县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2280,鹿寨县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""鹿寨镇十里亭教育集中区"", ""district"": ""鹿寨县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2281,融安县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""长安镇东圩村东圩屯(原东圩小学内)"", ""district"": ""融安县"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2282,柳州柳江区特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""特殊教育学校"", ""district"": ""柳江区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2283,青秀方舟至爱特教学校,民办康复机构 | 连锁康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""方舟至爱特教培训学校"", ""district"": ""青秀区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2284,宾阳县特殊儿童康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""宾州镇新城东路5号"", ""district"": ""宾阳县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2285,马山县残疾人康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""威马大道县残联综合楼二、三楼"", ""district"": ""马山县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2286,横县特殊儿童康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""横州镇公园路横县党校旁"", ""district"": ""横州"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2287,南宁阳光特殊儿童培训中心,民办康复机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""阳光特殊儿童培训中心"", ""district"": ""武鸣区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2288,马山县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""白山镇中学路东一巷63号"", ""district"": ""马山县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2289,隆安县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""城厢镇宝塔村"", ""district"": ""隆安县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2290,上林县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""大丰镇丰岭路398-1号"", ""district"": ""上林县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2291,横县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""镇龙首路166号"", ""district"": ""横县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2292,南宁新声堂儿童教培中心,民办康复机构 | 语言训练机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""新声堂特殊儿童教育培训中心所在的街道"", ""district"": ""青秀区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2293,武鸣区特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""特殊教育学校"", ""district"": ""武鸣区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2294,电子科技大学,科研学术机构 | 事业单位,["学术科研"],"{""street"": ""高新区(西区)西源大道2006号"", ""district"": ""郫都区"", ""city"": ""成都市"", ""province"": ""四川省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2296,邕宁区特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""特殊教育学校"", ""district"": ""邕宁区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2297,南宁市特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""上峰路"", ""district"": ""邕宁区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2298,马山县妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""白山镇银峰大道65号"", ""district"": ""马山县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2299,广西壮族自治区人民医院,公办康复机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""评估诊断""]","{""street"": ""桃源路"", ""district"": ""青秀区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2300,隆安县妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""城厢镇文化路12号"", ""district"": ""隆安县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2301,南宁星蓝之家康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""新阳北三路20号锦绣豪庭3号楼101-110号"", ""district"": ""西乡塘区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2302,滨州市人民医院,公办诊疗医院 | 科研学术机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""学术科研"", ""评估诊断"", ""家庭支援""]","{""street"": ""黄河七路515号"", ""district"": ""滨城区"", ""city"": ""滨州市"", ""province"": ""山东省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2303,南宁暖阳儿童康复服务中心,民办康复机构 | 连锁康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""新阳北三路20号锦绣豪庭1号楼2号楼2层222、223、224、225、226、227号店面"", ""district"": ""西乡塘区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2304,南宁春暖康复中心,民办康复机构 | 连锁康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""新阳北三路20号锦秀豪庭4-6-8号楼201-202-203号"", ""district"": ""西乡塘区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2305,南宁朝霞康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""竹溪大道14号新兴村二组综合楼4楼"", ""district"": ""青秀区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2306,南宁康馨之家康复中心,民办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""新阳路286号振宁阳光康城1号楼二层1B01-33、2B43"", ""district"": ""西乡塘区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2307,南宁安琪之家康复教育活动中心,脑瘫智障机构 | 残联定点机构 | 社会公益机构,"[""公益事业"", ""大龄托养"", ""家庭支援""]","{""street"": ""安琪之家康复教育活动中心"", ""district"": ""西乡塘区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2308,宾阳县特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""宾州镇城北原新宾教育站"", ""district"": ""宾阳县"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2309,武鸣区妇幼保健院,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""妇幼保健院儿童保健部"", ""district"": ""武鸣区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2310,北海市北医康复医院,民办诊疗医院 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""江苏路3号"", ""district"": ""银海区"", ""city"": ""北海市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2311,陆丰启航康复中心,民办康复机构,"[""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""早期丹佛""]","{""street"": ""东海镇华辉新都铭座B区20栋1303(自主申报)"", ""district"": ""陆丰"", ""city"": ""汕尾市"", ""province"": ""广东省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2312,北海残疾人康复培训中心,公办康复机构 | 残联定点机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""西南大道以北,南珠大道以东马栏村"", ""district"": ""海城区"", ""city"": ""北海市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2313,来宾市兴宾区人民医院,公办康复机构 | 残联定点机构 | 公办诊疗医院 | 科研学术机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""人民医院康复医学科"", ""district"": ""兴宾区"", ""city"": ""来宾市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2314,玉林市特教学校,公办特殊学校 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""塘铺工区26号"", ""district"": ""玉州区"", ""city"": ""玉林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2315,玉林残疾人康复中心,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""二环东路西侧市残疾人综合服务中心内"", ""district"": ""玉州区"", ""city"": ""玉林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2316,玉林市妇幼保健院,脑瘫智障机构 | 公办康复机构 | 残联定点机构 | 公办诊疗医院 | 事业单位,["评估诊断"],"{""street"": ""清宁路290号"", ""district"": ""玉州区"", ""city"": ""玉林市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2317,贵港市妇幼保健院,公办康复机构 | 残联定点机构 | 公办诊疗医院 | 科研学术机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""迎宾大道中段西侧狮岭路1号"", ""district"": ""港北区"", ""city"": ""贵港市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2318,钦州市妇幼保健院,残联定点机构 | 公办诊疗医院 | 科研学术机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""评估诊断""]","{""street"": ""安州大道1号"", ""district"": ""钦南区"", ""city"": ""钦州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2319,柳州残疾人康复中心,公办康复机构 | 残联定点机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""海关路西一巷3号"", ""district"": ""城中区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2320,柳州市潭中人民医院,公办康复机构 | 残联定点机构 | 公办诊疗医院 | 事业单位,["评估诊断"],"{""street"": ""潭中西路30号"", ""district"": ""柳南区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2321,柳州市中医医院,公办康复机构 | 残联定点机构 | 公办诊疗医院 | 科研学术机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""东环大道延长线东侧红葫路6号"", ""district"": ""城中区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2322,柳州市儿童医院,公办康复机构 | 残联定点机构 | 科研学术机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""映山街50号"", ""district"": ""城中区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2323,柳州市妇幼保健院,残联定点机构 | 公办诊疗医院 | 科研学术机构 | 事业单位,"[""评估诊断"", ""行业服务""]","{""street"": ""映山街50号"", ""district"": ""城中区"", ""city"": ""柳州市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2324,广西特殊教育师资培训中心,行业服务机构 | 公办特殊学校,"[""特殊教育"", ""行业服务""]","{""street"": ""民族大道77号"", ""district"": ""青秀区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2325,南宁市妇幼保健院,公办康复机构 | 公办诊疗医院 | 科研学术机构 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""友爱南路9号"", ""district"": ""西乡塘区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2326,南宁市残联,事业单位 | 行业服务机构,["行业服务"],"{""street"": ""北湖北路42号"", ""district"": ""西乡塘区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2327,广西儿童医院儿童康复科,脑瘫智障机构 | 公办康复机构 | 残联定点机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""桃源路"", ""district"": ""青秀区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2328,广西妇幼保儿童保健科,公办康复机构 | 残联定点机构 | 公办诊疗医院 | 事业单位,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""桃源路"", ""district"": ""青秀区"", ""city"": ""南宁市"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2329,星星桥武汉中心,民办康复机构 | 连锁康复机构 | 残联定点机构,"[""社交训练"", ""感觉统合"", ""言语训练"", ""ABA训练"", ""家庭支援"", ""能力评估""]","{""street"": ""黄鹤楼街道天亿广场三楼"", ""district"": ""武昌区"", ""city"": ""武汉市"", ""province"": ""湖北省""}",{"phone": "17132035826"},自闭症家园网（https://www.asd-home.cn/）
center_2330,星星桥成都中心,民办康复机构 | 连锁康复机构,"[""社交训练"", ""感觉统合"", ""言语训练"", ""ABA训练"", ""家庭支援"", ""能力评估""]","{""street"": ""新南路2号"", ""district"": ""武侯区"", ""city"": ""成都市"", ""province"": ""四川省""}",{"phone": "17132035826"},自闭症家园网（https://www.asd-home.cn/）
center_2331,广西残联,事业单位 | 行业服务机构,["行业服务"],"{""street"": ""残疾人联合会"", ""district"": """", ""city"": ""广西壮族自治区"", ""province"": ""广西壮族自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2332,济南希望之舟康复中心,民办康复机构 | 家长创办机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练"", ""ABA训练""]","{""street"": ""高新区舜风路777号中彩科技创新中心B座一层"", ""district"": ""高新区"", ""city"": ""济南市"", ""province"": ""山东省""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2333,石河子特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""六小区北三路199号"", ""district"": """", ""city"": ""新疆生产建设兵团第八师石河子市"", ""province"": ""新疆维吾尔自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2334,阿勒泰地区特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""特殊教育学校"", ""district"": ""阿勒泰"", ""city"": ""阿勒泰地区"", ""province"": ""新疆维吾尔自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2335,托里县智障托养中心,民办托养机构 | 社会公益机构,"[""大龄托养"", ""家庭支援""]","{""street"": ""托里镇残联"", ""district"": ""托里县"", ""city"": ""塔城地区"", ""province"": ""新疆维吾尔自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2336,塔城向阳花康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""新城街道建新街财校巷残联综合楼"", ""district"": ""塔城"", ""city"": ""塔城地区"", ""province"": ""新疆维吾尔自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2337,塔城地区特教学校,公办特殊学校 | 事业单位,"[""大龄托养"", ""就业技能"", ""家庭支援"", ""特殊教育""]","{""street"": ""特殊教育学校"", ""district"": ""塔城"", ""city"": ""塔城地区"", ""province"": ""新疆维吾尔自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2338,伊宁市如康康复中心,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""经济合作区广东路1899号格林雅居C1-C4商业楼301号房-3"", ""district"": ""伊宁"", ""city"": ""伊犁哈萨克自治州"", ""province"": ""新疆维吾尔自治区""}",{},自闭症家园网（https://www.asd-home.cn/）
center_2339,上海ELG学建,民办康复机构,"[""社交训练"", ""认知理解"", ""沟通理解"", ""感觉统合"", ""言语训练""]","{""street"": ""真南路209弄19-20号"", ""district"": ""普陀区"", ""city"": ""上海市"", ""province"": ""上海市""}",{},自闭症家园网（https://www.asd-home.cn/）
